კოდი,დასახელება,ფასი,ფოტო,Image_URL,Image_File,Status,Match_Title
150,ხელის ავტომატური ინსტრუმენტი 1/2 HAVALI SOMUN SUKME KUKEN,630,,https://www.sanayiden.com/images/product/e/er/erk/w_fa4c6e83-434e-4bd5-90ed-8be13e3b5d9a.jpg,150.jpg,FOUND,
151,საღამოს კომპლექტი KALIPCI TASLAMA HAVALI SET,110,,https://ideacdn.net/idea/cd/75/myassets/products/371/opt4.png?revision=1713967393,151.jpg,FOUND,
152,4500 CEKIC ხელის ავტომატური ინსტრუმენტის ფაიფური,165,,https://www.gozdeteknikhirdavat.com/pics/product/urun_detail_448.webp,152.jpg,FOUND,
153,ხელის ავტომატური ინსტრუმენტი 1/2 HAVALI SOMUN SOKME SAP POWER,345,,https://www.hakantorna.com.tr/wp-content/uploads/2024/09/sappower-1-2-havali-somun-sokme-sikma-tabancasi-mini-kucuk-3.jpg,153.jpg,FOUND,
154,ხელის ავტომატური ინსტრუმენტი GAV 241 1/2 HAVALI SOMUN,350,,https://www.canotom.com.tr/idea/cd/75/myassets/products/126/at241.png?revision=1697143329,154.jpg,FOUND,
155,ხელის ავტომატური ინსტრუმენტი GAV AT4500 1P HAVALI SOMUN SOKME,1300,,,,NOT FOUND,
156,ტყვიის წონერი YAPISTIRMA BALANS AGIRLIGI0,0.4,,https://cdn.dsmcdn.com/ty1144/product/media/images/prod/SPM/PIM/20240121/22/26ad9f48-3577-32e9-bb11-ebca41e14242/1_org_zoom.jpg,156.jpg,FOUND,
157,ტყვიის წონერი 5GR NORMAL BALANS AGIRLIGI,0.4,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/cakma-balans-kursunu-5gr.webp,157.jpg,FOUND,
158,ტყვიის წონერი 10GR NORMAL BALANS AGIRLIGI,0.45,,https://wheelweightsmachine.com/cdn/shop/files/10gr.jpg?v=1695644696,158.jpg,FOUND,
159,ტყვიის წონერი 15GR NORMAL BALANS AGIRLIGI,0.45,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/cakma-balans-kursunu-15gr.webp,159.jpg,FOUND,
160,ტყვიის წონერი 20GR NORMAL BALANS AGIRLIGI,0.5,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,160.jpg,FOUND,
161,ტყვიის წონერი 25GR NORMAL BALANS AGIRLIGI,0.65,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,161.jpg,FOUND,
162,3/4 HAVALI SOMUN SOKME OSACAR ხელის ავტომატური ინსტრუმენტი,650,,https://imvm.letgo.com/v1/files/47ff496de1d94-OLXAUTOTR/image,162.jpg,FOUND,
163,OSACAR 5113 1/2 HAVALI SOMUN SOKME ავტომატური ჩემპიონის ანასწერი,350,,https://productimages.hepsiburada.net/s/501/550/110000555265732.jpg,163.jpg,FOUND,
164,DIJITAL HAVA SAATI 0-150 DH ციფრული ხელსაწყო,65,,https://ayvazotomotiv.com/wp-content/uploads/2024/02/Lastik-hava-saati-dbtg04.webp,164.jpg,FOUND,
165,CKB-700 HAVA SAATI MEHAK,200,,https://ayvazotomotiv.com/wp-content/uploads/2024/02/Lastik-hava-saati-ckb700r.webp,165.jpg,FOUND,
166,ტყვიის წონერი 5GR TURBO BALANS AGIRLIGI,0.4,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/cakma-balans-kursunu-5gr.webp,166.jpg,FOUND,
167,ტყვიის წონერი 10GR TURBO BALANS AGIRLIGI,0.5,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/cakma-balans-kursunu-10gr.webp,167.jpg,FOUND,
168,ტყვიის წონერი 15GR TURBO BALANS AGIRLIGI,0.45,,https://ayvazotomotiv.com/wp-content/uploads/2023/03/cakma-balans-kursunu-15gr.webp,168.jpg,FOUND,
169,ტყვიის წონერი 20GR TURBO BALANS AGIRLIGI,0.5,,https://www.rotarypunch.com.tr/image/cache/data/lba/lastik-800x500.jpg,169.jpg,FOUND,
170,ბალანსირების ჩაქუჩი BALANS KURSUN,0,,https://cdn.cimri.io/image/1200x1200/badem10-ntf1007-nt-tools-balans-kursun-cekici-oto-lastik-denge-pensesi_725053708.jpg,170.jpg,FOUND,
171,ტყვიის წონერი 30GR TURBO BALANS AGIRLIGI,0.85,,https://n11scdn.akamaized.net/a1/602_857/14/71/37/65/IMG-1756843236751598479.jpg,171.jpg,FOUND,
172,ტყვიის წონერი 35GR TURBO BALANS AGIRLIGI,0.9,,https://n11scdn.akamaized.net/a1/602_857/14/71/37/65/IMG-1756843236751598479.jpg,172.jpg,FOUND,
173,6 MM ORING რეზინის შუშხუნანა,17,,https://b2b.pinartekstil.com.tr/tekis-lastik-yassi-telli-6-mm-50-mt-siyah-std-bebe-lastikleri-280048-10-B.jpg,173.jpg,FOUND,
174,750-16 KOLON საბურავის შუშხუნანა,20,,https://www.kaynarcalastik.com/wp-content/uploads/2021/04/ozka-knk28-2.jpg,174.jpg,FOUND,
175,ცხელი წყლის შლანგი 8MM HAVA HORTUMU,2.5,,https://cdn03.ciceksepeti.com/cicek/kcm38120934-1/L/kalite-kompresor-spiral-hava-hortumu-8mm-8mt-hava-tabancali-kompresor-recor-se-kcm38120934-1-ed70b35ad24641f1a66e293dedc4a34c.jpg,175.jpg,FOUND,
176,1/2 HAVA HORTUM ცხელი წყლის შლანგი,12,,https://cdn.dsmcdn.com/ty383/product/media/images/20220404/9/82386182/435654836/1/1_org_zoom.jpg,176.jpg,FOUND,
177,YKAMA HORTUM 15 MT რეზინის შლანგი,120,,https://www.kamyontiryedekparca.com/image/cache/catalog/10107049-1000x1000.jpg,177.jpg,FOUND,
178,პლასტიკის შლანგი 8x12 mm HAVA HORTUMU 15 MT,70,,https://rico-magaza.com.tr/wp-content/uploads/2025/12/pu-15-metre-8x12mm-kompresor-hava-hortumu.jpg,178.jpg,FOUND,
179,MAKARALI HAVA HORTUMU GAV რეზინის შლანგი,470,,https://www.gavteknik.com/foto/1753561915-sd25.jpg,179.jpg,FOUND,
180,რეზინის ბანდი 4CM KAUCUK BANT KUSINGAM,40,,https://estanbul.com.tr/wp-content/uploads/2023/12/kaucuk_lastik_bant.png,180.jpg,FOUND,
181,750/16 TR 15 IC LASTIK საბურავი მონაცემთან,45,,https://a.allegroimg.com/original/018c6d/d29f739b4a9691cb8c5b6b5d889f/Detka-Polska-KABAT-7-50-16-TR-15-750-16-R16-750x16,181.jpg,FOUND,
182,600-650/16 TR 15 IC LASTIK საბურავი მონაცემთან,10,,https://cdn.dsmcdn.com/ty1423/product/media/images/prod/QC/20240528/21/521c53af-cde8-30f1-8bee-5a8c6cd84323/1_org_zoom.jpg,182.jpg,FOUND,
183,რეზინის ფირ ფიტა 10CM KAUCUK BANT KUSINGAM 2.1KG,80,,https://img.pzrmcdn.com/mnresize/1180/1182/asset/100576839/images/bilardomasaskauukbantlastii-1.jpg,183.jpg,FOUND,
184,TR 621A SUBAP საბურავის სარქველი,22,,https://garagegagnant.com/10891-superlarge_default/valve-tr-621a-air-eau.jpg,184.jpg,FOUND,
185,რეზინის ბანდი KAUCUK KUSINGAM 6.5 KG,130,,https://www.ozdenambalaj.net/teko-200-mm-aaa-super-kasa-lastigi-1-kg-kaucuk-lastik-teko-5302-14-B.png,185.jpg,FOUND,
186,საბურავის ლატკა 1 NO TIPTOP T TIP,1.5,,https://down-id.img.susercontent.com/file/097f67ce84e4c2372bb3e8de42081096,186.jpg,FOUND,
187,საბურავის ლატკა 2 NO TIPTOP T TIP,2,,https://cdn.dsmcdn.com/ty971/product/media/images/20230725/13/396627517/982040908/1/1_org_zoom.jpg,187.jpg,FOUND,
188,საბურავის ლატკა 3 NO TIPTOP T TIP,10,,https://down-id.img.susercontent.com/file/097f67ce84e4c2372bb3e8de42081096,188.jpg,FOUND,
189,საბურავის ლატკა 4 NO TIPTOP T TIP,3.5,,https://down-id.img.susercontent.com/file/id-11134207-7ras9-m2umbn4ynpoxfb,189.jpg,FOUND,
190,საბურავის ლატკა 5 NO TIPTOP T TIP,3.5,,https://down-id.img.susercontent.com/file/fd2ebf248fc4937098b1fc5d600de6f3,190.jpg,FOUND,
191,საბურავის ლატკა 6 NO TIPTOP T TIP,4,,https://www.rema-tiptop.nl/image/2954ef92-c213-432b-bd4c-39b173e44fee/dd236cbc-6dcb-11e6-96ef-24a1bac094a5/transparent/false/5093041-1.jpg,191.jpg,FOUND,
192,საბურავის ლატკა 8 NO TIPTOP T TIP,4.5,,https://cdn.dsmcdn.com/ty971/product/media/images/20230725/13/396627517/982040908/1/1_org_zoom.jpg,192.jpg,FOUND,
193,საბურავის ლატკა 10 NO TIPTOP T TI,4.5,,https://karakayatekstil.com.tr/wp-content/uploads/2024/05/10-MT-NO1-KARTONLU-YASSI-LASTIK.jpeg,193.jpg,FOUND,
194,საბურავის დისკის გასწორების მანქანა JANT DUZELTME MAKINASI NITROMAC,6400,,https://i.ytimg.com/vi/qURpRZQKnrU/oardefault.jpg,194.jpg,FOUND,
195,დისკის გასწორების მანქანა ATEK KONIG 5700 JANT DUZELTME MAKINESI,11000,,https://lasmix.com/wp-content/uploads/2024/09/ATEK-Professional-Digital-10-26-Jant-Duzeltme-Makinesi-1-scaled-1.jpg,195.jpg,FOUND,
196,HIDROLIK KRIKO POMPASI 50 T ჰიდრავლიკური დომკრატის ფაიფური,600,,https://img.pzrmcdn.com/mnresize/1180/1182/asset/8684306090211/images/50tonhidrolikiekriko-1.jpg,196.jpg,FOUND,
197,სტაციონარული საბურავის ლასჩემო-მონტაჟი მანქანა MOBIL ALLEGRO 14-28 EKO,17000,,https://s.makinaturkiye.com/Product/242495/thumbs/atek_allegro_eco_14_28_lastik_sokme_takma_makinesi-58-900x675.jpg,197.jpg,FOUND,
198,83 00 ECO-SWING ECO TYRE CHANGER საბურავის ლასჩემო-მონტაჟი მანქანა,18000,,https://image.made-in-china.com/2f0j00ntckEQqHulra/Fostar-Customized-Left-Auxiliary-Arm-Strengthen-Swing-Arm-Tire-Changer-Machine.jpg,198.jpg,FOUND,
199,საბურავის ლასჩემო-მონტაჟი ATEK SPEEDY 14-56 LASTIK SOKME TAKMA MAKINASI,24000,,https://www.atekmakina.com/yuklemeler/urun-gorselleri/default/speedy-14-56.png,199.jpg,FOUND,
200,საბურავის შესაბანი-ჩასაჩემო მანქანის ფაიფური LASTIK SOKME TAKMA ICIN ALUMINYUM DISLI,600,,https://s.makinaturkiye.com/Product/242496/thumbs/atek_mobil_allegro_eco_14_26_lastik_sokme_takma_makinesi-1-900x675.jpg,200.jpg,FOUND,
201,JANT DUZELTME MAKINASI KONIG 5400 დისკის გასწორების მანქანა,10500,,https://lasmix.com/wp-content/uploads/2024/09/KONIG-54-00-10-24-scaled-1.jpg,201.jpg,FOUND,
202,ავტო სასურუტი OTO KUAFOR SUPURGE STAR,1300,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=186824323721912,202.jpg,FOUND,
203,საბურავის ლასჩემო ჩასაჩემო მანქანა SOKME TAKMA MAKINASI,7150,,https://cdn.myikas.com/images/82674d61-4da1-4e88-bff6-e0dfbb77953a/84313e9a-10f6-4d8e-9b48-3f10c3cea17b/image_1080.jpg,203.jpg,FOUND,
204,წყლის რეცხის მანქანა 200 BAR SOGUK BASINCLI YIKAMA MAK.AYDIN TRAFO,23500,,https://ideacdn.net/idea/ew/22/myassets/products/394/150bar-yuksek-basincli-yikama-makinasi-soguk-1.png?revision=1718539893,204.jpg,FOUND,
205,წყლის რეცხის მანქანა 250 BAR SOGUK BASINCLI YIKAMA MAKINESI AYDIN TRAFO,3200,,https://ideacdn.net/idea/ew/22/myassets/products/395/150bar-yuksek-basincli-yikama-makinasi-soguk-1.png?revision=1718540471,205.jpg,FOUND,
206,საბურავი 205/40R17 80H ROADSTONE N5000,280,,https://www.directtyre.co.nz/imagecache/ii_1_1409_5.jpg,206.jpg,FOUND,
207,500 LT HAVA KOMPRESOR ჰაერის კომპრესორი,8000,,https://cdn.dsmcdn.com/ty1139/product/media/images/prod/SPM/PIM/20240109/16/97554d14-8ed4-386c-b0fd-4ae79f1ea5e2/1_org_zoom.jpg,207.jpg,FOUND,
208,ჰაერის კომპრესორი 200LT HAVA KOMPRESORU 12 BAR AYDIN TRAFO,2800,,https://platincdn.com/3818/pictures/OBIOURZIQM8252021163017_AydinTrafo-22-300-5-5-300Lt-Hava-Kompresoru-L.jpg,208.jpg,FOUND,
209,ჰაერის კომპრესორი 300 LT HAVA KOMPRESORU 12 BAR AYDIN TRAFO,6200,,https://platincdn.com/3818/pictures/OBIOURZIQM8252021163017_AydinTrafo-22-300-5-5-300Lt-Hava-Kompresoru-L.jpg,209.jpg,FOUND,
210,DIKEY SANZUMAN KRIKOSU დომკრატი,750,,https://cdn.myikas.com/images/090fccf0-a16e-4b50-b882-09c10893983f/e82a9f6d-1bda-4dca-9ea7-6dfb8d84f015/image_3840.webp,210.jpg,FOUND,
211,ჰაერის კომპრესორი 100 LT HAVA KOMPRESORU (osaka),1200,,https://cdn.dsmcdn.com/ty1026/product/media/images/prod/SPM/PIM/20231030/16/b5b73bd5-2c40-3945-a19a-fd472119e52d/1_org.jpg,211.jpg,FOUND,
212,ჰაერის კომპრესორი 50 LT KOMPRESOR,350,,https://genelhirdavat.com.tr/images/resim/6752f560273a7.jpg,212.jpg,FOUND,
213,OMAX OM KS-100 KOPUK SIVI კიდის ფაიფური,550,,https://cdn.cimri.io/image/560x560/omax-ks-100-kopuk-sivi-puskurtme-tanklari_833844133.jpg,213.jpg,FOUND,
214,ჰაერის კომპრესორი 500ლტ HAVA KOMPRESOR,6500,,https://cdn.dsmcdn.com/mnresize/620/920/ty1608/prod/QC/20241201/23/07e61067-dc17-3f19-ab7a-776ee0deed0c/1_org_zoom.jpg,214.jpg,FOUND,
215,ზეთის ამოსაქაჩი ტუმბო OMAX KARTERDEN YAG EMME POMPASI (HUNISIZ),800,,https://platincdn.com/3818/pictures/WQHVWZCXNC8262021125024_ozsan-6390-yag-emme-pompasi-w.jpg,215.jpg,FOUND,
216,საქონალო მანქანა OMAX HAVALI GRES CIHAZI 30KG,700,,https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1039071381596794,216.jpg,FOUND,
217,ზეთის ტუმბო OMAX  TURLU INCE YAG EMME POMPASI 18 LT,410,,https://cetinotohirdavat.com/wp-content/uploads/2025/07/Mekanik-Turlu-yag-pompasi.jpg,217.jpg,FOUND,
218,დომკრატი 2 TON ARABALI  KRIKO CIN,110,,https://www.megaotomarket.com/uploads/urunler/arabali-kriko-2-ton-plastik-kutu-17360.webp,218.jpg,FOUND,
219,დომკრატი 3 TON KRIKO HAVALI  BANDONI KANAL ICIN,610,,https://cdn.dsmcdn.com/ty1555/product/media/images/ty1554/prod/QC/20240918/17/2760ace0-393b-3706-8ff0-fdc87b5b6fff/1_org_zoom.jpg,219.jpg,FOUND,
220,3 ტონიანი დომკრატი 2 დგუშიანი 3 TON ARABALI KRIKO CIFT PISTONLU DHT,650,,https://cdn.dsmcdn.com/ty1595/prod/QC/20241031/13/f8d445de-e381-3b7b-85a3-6952e6844f36/1_org_zoom.jpg,220.jpg,FOUND,
221,7 MM ORING რეზინის შუშხუნანა,17,,https://karakayatekstil.com.tr/wp-content/uploads/2024/05/10-MT-YASSI-LASTIK-HILAL-7-MM.png,221.jpg,FOUND,
222,რეზინის შუშხუნანა 8 MM ORING,17,,https://m.media-amazon.com/images/I/71AJtXo6oTL._AC_.jpg,222.jpg,FOUND,
223,რეზინის შუშხუნანა 9 MM ORING5,17,,https://www.industrial-rubber.com/wp-content/uploads/2022/08/WRAS-Oring5.jpg,223.jpg,FOUND,
224,რეზინის შუშხუნანა 10 MM ORING,17,,https://m.media-amazon.com/images/I/71AJtXo6oTL._AC_.jpg,224.jpg,FOUND,
225,საწევრე ანი NET LIFT 1.60 MT 1TON LIFT,1650,,https://www.mtautoshop.com.tr/wp-content/uploads/2024/02/3ubiraradakampanyaJPG.jpg,225.jpg,FOUND,
226,საწევრე ანი BEST LIFT 2000 KI TRANSPALET,662,,https://dengeistif.com/images/hizmetler/6226efe845c6ccc00b5b70890d92db349.jpg,226.jpg,FOUND,
227,ჩემპიონის ანასწერი ცემალ 17MM 1/2 HAVALI LOKMA,10,,https://percdn.com/f/924016/b01XVUpHVTArYkI4Tmk4Z0hzOXBiZlJlYmNFPQ/p/rico-1-2-6-kose-derin-havali-lokma-17mm-rc2317-5313291257865-sw152sh500.png,227.jpg,FOUND,
228,ჩემპიონის ანასწერი 18MM 1/2 HAVALI LOKMA,10,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,228.jpg,FOUND,
229,ჩემპიონის ანასწერი 19MM 1/2 HAVALI LOKMA,10,,https://percdn.com/f/924016/b01XVUpHVTArYkI4Tmk4Z0djOXJKYjRQSVl5OA/p/rico-1-2-6-kose-derin-havali-lokma-19mm-rc2319-8121559410967-sw287sh430.png,229.jpg,FOUND,
230,ჩემპიონის ანასწერი 21MM 1/2 HAVALI LOKMA,10,,https://ideacdn.net/idea/cd/75/myassets/products/816/kare-lokma-1-osaka-canotom-canotomotiv.jpg?revision=1697143329,230.jpg,FOUND,
231,ჩემპიონის ანასწერი 22MM 1/2 HAVALI LOKMA,10,,https://percdn.com/f/924016/b01XVUpHVTArYkI4Tmk4Z0hzOXBiZlJlYmNFPQ/p/rico-1-2-6-kose-derin-havali-lokma-22mm-rc2322-2232086010774-sw900sh900.png,231.jpg,FOUND,
232,ჩემპიონის ანასწერი 23MM 1/2 HAVALI LOKMA,10,,https://www.hadegrup.com/image/cache/catalog/image/catalog/hirdavat/izeltas-1-2-alti-kose-23-mm-havali-lokma-anahtar-2000x2000.jpg,232.jpg,FOUND,
233,ჩემპიონის ანასწერი 24MM 1/2 HAVALI LOKMA,5,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,233.jpg,FOUND,
234,ჩემპიონის ანასწერი 17MM UZUN 1/2 LOMKA,15,,https://www.hakantorna.com.tr/wp-content/uploads/2025/12/arm-1-2-cr-v-17mm-uzun-derin-yildiz-lokma-2.jpg,234.jpg,FOUND,
235,ჩემპიონის ანასწერი 19MM 1/2 HAVALI LOKMA UZUN,17,,https://percdn.com/f/924016/b01XVUpHVTArYkI4Tmk4Z0djOXJKYjRQSVl5OA/p/rico-1-2-6-kose-derin-havali-lokma-19mm-rc2319-8121559410967-sw287sh430.png,235.jpg,FOUND,
236,ჩემპიონის ანასწერი 21MM 1/2 HAVALI LOKMA UZUN,15,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,236.jpg,FOUND,
237,TRJ 651 IS MAKINE SUBAP საბურავის სარქველი,22,,https://www.cihazbilgi.com/wp-content/uploads/2024/04/subap-lastigi.jpg,237.jpg,FOUND,
238,BALANS MAKINASI MESSMATIC SIRION LX საბურავის ბალანსირების მანქანა,9000,,https://s.makinaturkiye.com/Product/227770/thumbs/sirion_lx_lastik_ve_jant_tamir_makinalari-93-900x675.jpg,238.jpg,FOUND,
239,14-56 KAMYON LASTIK SOKME TAK. MAK. KMAK საბურავის ლასჩემო-მონტაჟი მანქანა,19000,,https://www.teknolas.com.tr/upload/galeri/88ega-39aec-1g4b8-5a6g3-9266c.jpg,239.jpg,FOUND,
240,ჩემპიონის ანასწერი 3/4 21MM HAVALI LOKMA KISA,20,,https://ideacdn.net/idea/nj/93/myassets/products/922/21-mm-lokma.jpg?revision=1709551122,240.jpg,FOUND,
241,ჩემპიონის ანასწერი 3/4 22MM HAVALI LOKMA KISA,12,,https://ideacdn.net/idea/nj/93/myassets/products/922/21-mm-lokma.jpg?revision=1709551122,241.jpg,FOUND,
242,ჩემპიონის ანასწერი 24MM 3/4 HAVALI LOKMA UZUN,50,,https://izeltas.com.tr/wp-content/uploads/2024/06/3_4-Alti-Kose-Havali-Derin-Lokma-Anahtar-mm.png,242.jpg,FOUND,
243,ჩემპიონის ანასწერი 3/4 22MM HAVALI LOKMA UZUN,25,,https://www.gavteknik.com/foto/HAVALI-UZUN-LOKMA-4651.jpg,243.jpg,FOUND,
244,ჩემპიონის ანასწერი 3/4 27MM HAVALI LOKMA UZUN,25,,https://www.gavteknik.com/foto/HAVALI-UZUN-LOKMA-4651.jpg,244.jpg,FOUND,
245,ჩემპიონის ანასწერი 21MM 1P HAVALI LOKMA,60,,https://ideacdn.net/idea/cd/75/myassets/products/816/kare-lokma-1-osaka-canotom-canotomotiv.jpg?revision=1697143329,245.jpg,FOUND,
246,ჩემპიონის ანასწერი 24MM 1P HAVALI LOKMA,29,,https://www.elektrodepo.com/shop/ce/05/myassets/products/774/1-2-alti-kose-havali-lokma-anahtar-mm.png?revision=1727960006,246.jpg,FOUND,
247,ჩემპიონის ანასწერი 27MM 1P HAVALI LOKMA,50,,https://ideacdn.net/idea/ew/22/myassets/products/827/havali.jpg?revision=1708542947,247.jpg,FOUND,
248,ჩემპიონის ანასწერი 28MM 1P HAVALI LOMKA,25,,https://forkliftsatisyedekparca.com/upload/1740999635-67c58bd3c9e00.png,248.jpg,FOUND,
249,PLUS APARATI ATEK საბურავის შესაბანი-ჩასაჩემო მანქანის ფაიფური,1500,,https://s.makinaturkiye.com/Product/242491/thumbs/atek_speedy_14_56_-1-900x675.jpg,249.jpg,FOUND,
250,ჩემპიონის ანასწერი 35MM 1P HAVALI LOKMA,55,,https://www.elektrodepo.com/shop/ce/05/myassets/products/854/3-4-alti-kose-havali-lokma-anahtar-mm.png?revision=1737105660,250.jpg,FOUND,
251,ჩემპიონის ანასწერი 33MM 1P HAVALI LOKMA,50,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,251.jpg,FOUND,
252,ჩემპიონის ანასწერი 35MM 1P HAVALI LOKMA,60,,https://www.elektrodepo.com/shop/ce/05/myassets/products/854/3-4-alti-kose-havali-lokma-anahtar-mm.png?revision=1737105660,252.jpg,FOUND,
253,ჩემპიონის ანასწერი ცემალ 36 მმ 36MM 1P HAVALI LOKMA,50,,https://www.cdnaws.com/i/ottolinecomtr/sample.png,253.jpg,FOUND,
254,ჩემპიონის ანასწერი 38MM 1P HAVALI LOKMA,55,,https://cdn03.ciceksepeti.com/cicek/kcm64344467-1/L/10-parca-12-derin-havali-lokma-seti-6-kose-havali-lokma-kcm64344467-1-adbbf014c4a941ec8abf6c3b0110d746.jpg,254.jpg,FOUND,
255,ჩემპიონის ანასწერი 41 MM 1P HAVALI LOKMA,35,,https://ideacdn.net/idea/nj/93/myassets/products/001/41-mm-havali-lokma-uzun-1-inc-parmak.jpg?revision=1701638067,255.jpg,FOUND,
256,21MM 1P HAVALI LOKMA UZUN KARE ჩემპიონის ანასწერი,15,,https://ideacdn.net/idea/cd/75/myassets/products/816/kare-lokma-1-osaka-canotom-canotomotiv.jpg?revision=1697143329,256.jpg,FOUND,
258,ჩემპიონის ანასწერი 32MM 1P HAVALI LOKMA UZUN,50,,https://ideacdn.net/idea/cd/75/myassets/products/796/uzun-lokma-1-uzun-osaka-canotom-canotomotiv.jpg?revision=1697143329,258.jpg,FOUND,
259,33MM 1P HAVALI LOKMA UZUN ჩემპიონის ანასწერი,60,,https://ideacdn.net/shop/av/17/myassets/products/127/beta-007280533-728sl-33mm-ince-uzun-havali-lokma.jpg?revision=1697143329,259.jpg,FOUND,
261,დომკრატის ფაიფური 3/4 CEKVALF KRIKO CIN,1450,,https://imvm.letgo.com/v1/files/dba65e4e0b3f4-OLXAUTOTR/image,261.jpg,FOUND,
262,ჩემპიონის ანასწერი 41mm 1p HAVALI LOKMA UZUN,55,,https://ideacdn.net/idea/nj/93/myassets/products/001/41-mm-havali-lokma-uzun-1-inc-parmak.jpg?revision=1701638067,262.jpg,FOUND,
263,დომკრატი 15-30-50 HIDROPNOMATIK ARABALI KRIKO,2800,,https://www.servisekipmanlari.com/images/thumbs/0002493_15-30-45-ton-hidropnomatik-kriko.jpeg,263.jpg,FOUND,
264,ჰაერის დომკრატის ჩამდები,180,,https://bau-cdn.veesk.net/media/product/61/61328754/1440/202502100425_61328754.jpg,264.jpg,FOUND,
265,საბურავის ლასჩემო-მონტაჟი ხელის ინსტრუმენტი KAMYON LASTIGI SOKME DUBLEKS APARATI,300,,https://ekvatorlastik.com/images/Urunler/sample-dubleks.png,265.jpg,FOUND,
266,ინსტრუმენტის ყუთი NETLIFT 19 ALET CANTASI,16,,https://ideacdn.net/idea/hb/23/myassets/products/680/cetaform-a26-tb19-alet-cantasi-maxi-cetafrm-alet-cantasi-10515.jpeg?revision=1719901493,266.jpg,FOUND,
267,მანომეტრი GOSTERGELI HAVA SAATI PRO TG 18,120,,https://cdn.dsmcdn.com/ty727/product/media/images/20230210/14/279009180/854995286/1/1_org_zoom.jpg,267.jpg,FOUND,
268,პროტექტორის აჭრელება LASTIK DIS ACMA BICAGI W SERISI,50,,https://www.malumatfurus.org/wp-content/uploads/2026/04/lastik-dis-acma.jpg,268.jpg,FOUND,
269,დომკრატის სტოპა 3 TON KATLAMALI SEHPA,40,,https://cdn.dsmcdn.com/ty1783/prod/QC_PREP/20251101/09/82c21e82-6f4a-372b-adae-1ea292f558c0/1_org_zoom.jpg,269.jpg,FOUND,
270,2 TON ARABALI KRIKO BASARAN დომკრატი,1400,,https://cdn.myikas.com/images/82674d61-4da1-4e88-bff6-e0dfbb77953a/4e41b954-c12c-44ac-a099-af2fb5a38e41/1080/basaran-troniko-2-ton-alcak-sase-arabali-kriko.jpg,270.jpg,FOUND,
271,კომპრესორის ხელო 10-16 HORTUM KELEPCESI,1,,https://ideacdn.net/idea/mc/62/myassets/products/226/110000094842423.jpg?revision=1724501078,271.jpg,FOUND,
272,წყლის რეცხის მანქანის ფაიფური YIKAMA TABANCASI (KOPUK),50,,https://platincdn.com/4477/pictures/DBLHN155241_bfs-bh2097-kopuk-hazneli-yikama-tabanc.png,272.jpg,FOUND,
273,რეცხის ფისტოლი TETIKSIZ YIKAMA TABANCASI,100,,https://cdn.dsmcdn.com/ty1485/product/media/images/prod/QC/20240817/22/4dd5f904-ea05-3728-8976-1a27a27321a0/1_org_zoom.jpg,273.jpg,FOUND,
274,3 TON ARABALI KRIKO ALCAK BASARAN დომკრატი,1400,,https://cdn.dsmcdn.com/ty1750/prod/QC_PREP/20250904/11/0fe8f542-8a8e-3a46-a8f5-013fc6a9413f/1_org_zoom.jpg,274.jpg,FOUND,
275,ჩემპიონის ანასწერი 4 LU BIJON ANAHTARI 2 KALITE,35,,https://cdn.dsmcdn.com/ty1318/product/media/images/prod/QC/20240517/12/bb3377d2-1257-35d7-9dc2-b5c655ed5f9e/1_org_zoom.jpg,275.jpg,FOUND,
276,UNITROL-2362 BALANCE MACHINE საბურავის ბალანსირების მანქანა,15000,,https://unitrol.pl/wp-content/uploads/2023/08/2362-L.png,276.jpg,FOUND,
277,ტორპედოს საწმენდი VORTEX TORPIDO BAKIM SUTU 1KG,20,,https://www.arkoecza.com/worf-torpido-bakim-sutu-sprey-500ml-ev-is-yeri-ve-arac-ici-urunler-worf-5672-56-B.jpg,277.jpg,FOUND,
278,AERO KLIMA FRESH LIMON 150 ML არომატიზატორი ლიმონი,10,,https://cdn.dsmcdn.com/ty1749/prod/QC_PREP/20250904/15/675fd630-7920-325a-9489-99ddcbfa62b1/1_org_zoom.jpg,278.jpg,FOUND,
